id,cltv
89270,103402.8794148464
59353,102324.16497301249
59161,91562.9074982678
87239,109860.69348568241
59390,50974.792600661815
76531,51209.7740170014
23323,47567.01718345155
5103,47567.01718345155
3301,92641.62194010173
33696,102324.16497301249
5780,121363.65085066641
78278,153460.1955877975
61738,110412.1009897972
72156,92641.62194010173
26213,110412.1009897972
2183,110412.1009897972
1995,103402.8794148464
73565,49144.35866306448
17556,91562.9074982678
28163,109860.69348568241
72752,121363.65085066641
15726,114276.11201631252
35348,51209.7740170014
7778,109860.69348568241
8076,121363.65085066641
15608,51034.531962435125
31491,103402.8794148464
67701,57856.41886121281
2998,102324.16497301249
88086,110412.1009897972
71962,110412.1009897972
46477,51209.7740170014
66777,129128.99523688096
89106,48042.9059396797
18242,121915.0583547812
76830,55895.96597197423
52680,121915.0583547812
61990,92641.62194010173
63415,110412.1009897972
64129,110412.1009897972
67252,51209.7740170014
79776,110412.1009897972
82057,51015.300595071356
24295,92641.62194010173
33213,48042.9059396797
83403,153460.1955877975
63423,131300.2533587715
46192,61575.23800275459
25376,121915.0583547812
68641,51209.7740170014
87667,91562.9074982678
20213,122899.41612261222
10668,103402.8794148464
58633,51209.7740170014
6001,51015.300595071356
74606,110412.1009897972
38804,130164.50949268343
19374,129128.99523688096
31638,102860.83914005908
4942,51209.7740170014
22825,125683.44043231504
56013,47567.01718345155
51486,51209.7740170014
77041,153460.1955877975
72462,141057.87409191433
18068,51209.7740170014
83074,53481.062843359156
9127,129128.99523688096
48802,92641.62194010173
78842,51034.531962435125
86802,51209.7740170014
23876,92641.62194010173
20215,153460.1955877975
50944,121915.0583547812
22187,102324.16497301249
47175,102324.16497301249
85198,92641.62194010173
9455,47567.01718345155
71483,91562.9074982678
9591,102324.16497301249
12795,51015.300595071356
4388,51015.300595071356
73358,129128.99523688096
81916,50974.792600661815
14321,51209.7740170014
33803,153460.1955877975
63483,121915.0583547812
49508,109860.69348568241
23767,48042.9059396797
80304,48626.47118467601
13843,131300.2533587715
887,47567.01718345155
71382,121915.0583547812
4635,127574.54183200149
49183,110412.1009897972
38608,51015.300595071356
88270,110412.1009897972
59150,110412.1009897972
41638,129128.99523688096
29711,153460.1955877975
6949,51015.300595071356
57833,50974.792600661815
59933,56940.34311522177
28724,51015.300595071356
59320,129128.99523688096
73799,131647.36900300646
79108,129128.99523688096
82398,121363.65085066641
28714,51015.300595071356
87443,68537.98869314935
13932,51209.7740170014
47503,111412.73732241962
47708,129128.99523688096
29749,110412.1009897972
24253,51015.300595071356
75652,47567.01718345155
22492,51015.300595071356
71088,102324.16497301249
32061,109508.31592770533
58729,110412.1009897972
75116,51209.7740170014
27843,47567.01718345155
69022,102860.83914005908
68002,110412.1009897972
12951,103402.8794148464
60172,91562.9074982678
13472,153460.1955877975
51788,62385.236553585586
30321,59310.04707014365
20808,120377.64354109888
38567,121915.0583547812
19014,91562.9074982678
16636,127574.54183200149
73721,114276.11201631252
26003,153460.1955877975
85270,121915.0583547812
20107,51015.300595071356
53232,109860.69348568241
72592,103402.8794148464
5325,51015.300595071356
66339,110412.1009897972
63811,47567.01718345155
34464,129128.99523688096
32580,51015.300595071356
60237,51015.300595071356
65223,51209.7740170014
7842,129128.99523688096
11968,51209.7740170014
18881,149326.06440023697
88110,48042.9059396797
60121,51015.300595071356
33395,51209.7740170014
83588,129789.056923339
72121,58598.01620120306
58712,47567.01718345155
1641,153460.1955877975
66050,129128.99523688096
71204,131647.36900300646
16605,102324.16497301249
36886,51015.300595071356
22272,153460.1955877975
88103,153460.1955877975
36104,121915.0583547812
81455,125994.01936039326
10269,110412.1009897972
8833,109860.69348568241
3790,153460.1955877975
33079,51209.7740170014
20195,92641.62194010173
34858,110412.1009897972
16801,121363.65085066641
69890,110412.1009897972
51440,141057.87409191433
85051,131647.36900300646
54008,110412.1009897972
54093,110412.1009897972
51069,51209.7740170014
13023,103402.8794148464
56026,109860.69348568241
59898,61575.23800275459
35723,102324.16497301249
85782,110412.1009897972
88921,112356.89200156528
51500,91562.9074982678
75656,131300.2533587715
56223,125683.44043231504
25134,47567.01718345155
348,109860.69348568241
83885,103402.8794148464
41789,103402.8794148464
22577,60082.136116442816
12821,110412.1009897972
20413,47567.01718345155
80431,51209.7740170014
72035,110412.1009897972
39511,129128.99523688096
81837,110412.1009897972
14410,121363.65085066641
81511,130164.50949268343
56102,121363.65085066641
18201,48042.9059396797
50896,109860.69348568241
66140,109860.69348568241
20833,51015.300595071356
80693,129128.99523688096
63323,114415.07695574724
81770,47567.01718345155
65720,48042.9059396797
17377,102324.16497301249
52043,51015.300595071356
72394,131300.2533587715
27987,102324.16497301249
43657,109860.69348568241
58710,121915.0583547812
84878,125683.44043231504
64639,110412.1009897972
2728,51209.7740170014
19656,91562.9074982678
35189,51209.7740170014
8086,125683.44043231504
72061,47567.01718345155
87354,51209.7740170014
16447,127574.54183200149
21744,102324.16497301249
15268,47567.01718345155
72661,153460.1955877975
13487,131647.36900300646
70045,153460.1955877975
6139,103402.8794148464
16865,129128.99523688096
62549,103402.8794148464
981,58841.88891303424
28712,102324.16497301249
9673,51015.300595071356
12187,57016.40698259002
29263,123607.85861798869
75110,110412.1009897972
26501,47567.01718345155
86326,50974.792600661815
27666,91562.9074982678
53372,121915.0583547812
52219,51015.300595071356
44331,51209.7740170014
71932,48042.9059396797
51784,145880.50959567103
85860,47567.01718345155
60441,109860.69348568241
15577,103402.8794148464
57470,51209.7740170014
45466,129128.99523688096
84484,48042.9059396797
76176,51617.91623066364
71373,47567.01718345155
35927,51015.300595071356
10673,110412.1009897972
38529,48042.9059396797
20587,131300.2533587715
62802,129128.99523688096
30891,113163.18001658581
2631,129128.99523688096
71784,47567.01718345155
36505,110412.1009897972
8620,51209.7740170014
22987,51015.300595071356
709,51209.7740170014
40192,126284.48810039302
16462,92641.62194010173
60937,102324.16497301249
24007,112356.89200156528
4073,51209.7740170014
70825,110412.1009897972
78120,91562.9074982678
67433,51209.7740170014
31249,153460.1955877975
14958,51209.7740170014
67993,51209.7740170014
63638,131647.36900300646
69794,124349.17657328316
72928,103402.8794148464
62275,121915.0583547812
4917,51209.7740170014
13040,121915.0583547812
87543,103402.8794148464
86934,112356.89200156528
30746,63350.35283512833
39297,61214.0506638436
41074,51623.52729729623
57507,61575.23800275459
67338,102324.16497301249
40560,48042.9059396797
87220,129128.99523688096
5861,129128.99523688096
21620,51015.300595071356
22935,131647.36900300646
12695,153460.1955877975
68821,58477.7728838692
59189,110412.1009897972
60865,102324.16497301249
15128,129128.99523688096
64221,127634.19223582631
8666,58054.83195531789
3051,153460.1955877975
79801,51209.7740170014
56696,103402.8794148464
51761,153460.1955877975
62257,47720.09928756801
12999,127574.54183200149
7113,109860.69348568241
12528,141057.87409191433
53339,51209.7740170014
49398,47567.01718345155
34789,50682.7859419108
1344,51209.7740170014
52468,110412.1009897972
35616,51015.300595071356
53790,51209.7740170014
59795,110412.1009897972
39578,127574.54183200149
2450,130164.50949268343
28568,131300.2533587715
5720,129128.99523688096
39467,129128.99523688096
12394,91562.9074982678
10908,110412.1009897972
29884,110412.1009897972
82475,153460.1955877975
45056,150261.4448397854
16228,51209.7740170014
4665,121363.65085066641
72221,110412.1009897972
45575,102324.16497301249
63797,129128.99523688096
44637,123669.40503276819
81005,131647.36900300646
55230,129128.99523688096
38150,51015.300595071356
17789,121915.0583547812
12605,51209.7740170014
74884,91562.9074982678
64626,131300.2533587715
25456,60532.79964797695
67666,129128.99523688096
67944,110412.1009897972
76506,47567.01718345155
83813,121363.65085066641
2806,103402.8794148464
57210,103402.8794148464
8192,129128.99523688096
87312,51015.300595071356
44420,51015.300595071356
4364,150361.5786560394
38543,121363.65085066641
76023,121363.65085066641
21125,129128.99523688096
36400,51209.7740170014
61997,51034.531962435125
63539,129128.99523688096
68769,153460.1955877975
73359,110412.1009897972
20731,51209.7740170014
55063,109860.69348568241
53042,50841.99027599598
31177,144636.07341894528
38953,51209.7740170014
54010,128866.42644317067
64294,51015.300595071356
75300,47567.01718345155
6449,110412.1009897972
17614,92641.62194010173
65085,47720.09928756801
68440,110412.1009897972
65531,110412.1009897972
76248,153460.1955877975
88992,149326.06440023697
82189,153460.1955877975
8287,121363.65085066641
78908,127634.19223582631
69032,121915.0583547812
68026,121915.0583547812
18042,47567.01718345155
51644,102324.16497301249
68995,129128.99523688096
49901,127574.54183200149
43896,121363.65085066641
23026,110412.1009897972
62604,103402.8794148464
33010,102324.16497301249
8075,102324.16497301249
32561,92641.62194010173
43468,129128.99523688096
43797,51209.7740170014
1123,129128.99523688096
1802,48042.9059396797
37168,109860.69348568241
25868,51015.300595071356
41636,51209.7740170014
35165,127574.54183200149
47604,151908.82393278502
87163,103402.8794148464
63548,153460.1955877975
55938,51015.300595071356
41896,51209.7740170014
16241,110412.1009897972
71535,110412.1009897972
85887,91562.9074982678
42337,51623.52729729623
30637,102324.16497301249
22351,55707.49495630261
84407,51209.7740170014
61775,150261.4448397854
37300,51209.7740170014
30854,131647.36900300646
31777,110412.1009897972
85886,127456.23818675918
23187,125683.44043231504
21157,121915.0583547812
3271,110412.1009897972
15664,51015.300595071356
69753,51167.33428710095
30392,51209.7740170014
29634,110412.1009897972
71652,153460.1955877975
84010,51015.300595071356
88814,129128.99523688096
22375,51209.7740170014
20869,109860.69348568241
30420,51015.300595071356
47609,60604.663185903046
41455,129128.99523688096
23036,51015.300595071356
152,51015.300595071356
76600,51015.300595071356
89187,129128.99523688096
71098,51209.7740170014
24841,91562.9074982678
56510,49502.2075308273
85271,113319.31568614875
73575,102324.16497301249
9315,127634.19223582631
41885,51209.7740170014
84786,47567.01718345155
83992,51167.33428710095
73090,47567.01718345155
30884,110412.1009897972
6889,50682.7859419108
4155,125994.01936039326
24458,47567.01718345155
72184,110412.1009897972
27551,110412.1009897972
87594,110412.1009897972
34064,121915.0583547812
11590,121915.0583547812
66582,48042.9059396797
77064,153460.1955877975
43187,127574.54183200149
35198,153460.1955877975
51242,129128.99523688096
71465,60788.18104503823
79792,121363.65085066641
80058,62307.78198582413
52015,125683.44043231504
79362,110412.1009897972
18645,129128.99523688096
74891,102860.83914005908
41572,121915.0583547812
55728,51015.300595071356
59329,48042.9059396797
80531,122767.25661085066
25304,51209.7740170014
2098,131647.36900300646
48151,129128.99523688096
69667,51209.7740170014
66979,91562.9074982678
73390,102860.83914005908
42888,131300.2533587715
2494,110412.1009897972
84155,129128.99523688096
51192,109860.69348568241
55731,60527.715162428176
84264,122382.74637576213
21599,47567.01718345155
26880,47567.01718345155
59982,153460.1955877975
17383,58179.44093293905
24567,91562.9074982678
89131,102324.16497301249
56167,51209.7740170014
88014,51034.531962435125
86702,153460.1955877975
86329,116271.12126684029
58961,121363.65085066641
81676,110412.1009897972
4245,48042.9059396797
61873,102860.83914005908
13091,102860.83914005908
46377,121363.65085066641
15237,47567.01718345155
18479,103402.8794148464
87062,109860.69348568241
45948,47567.01718345155
62832,145880.50959567103
69419,47567.01718345155
1481,109860.69348568241
36107,103402.8794148464
84297,131300.2533587715
12529,51209.7740170014
39521,51015.300595071356
11469,47567.01718345155
17912,51209.7740170014
22143,149326.06440023697
25502,51209.7740170014
75729,91562.9074982678
11981,47567.01718345155
64258,127456.23818675918
70060,51209.7740170014
11526,51015.300595071356
27720,51015.300595071356
6849,110412.1009897972
11650,47567.01718345155
46683,129128.99523688096
61302,48042.9059396797
27924,47567.01718345155
71536,52226.142932888506
33517,121915.0583547812
6014,130164.50949268343
63308,61575.23800275459
71120,110412.1009897972
63952,102324.16497301249
11151,110412.1009897972
72561,129128.99523688096
74576,51015.300595071356
50840,153460.1955877975
70096,48042.9059396797
46415,121915.0583547812
61325,48042.9059396797
68998,123056.4511138739
68834,50682.7859419108
23437,129128.99523688096
43933,110412.1009897972
54664,102324.16497301249
34128,121915.0583547812
88386,129128.99523688096
46086,110412.1009897972
67721,47567.01718345155
33405,102324.16497301249
54960,91562.9074982678
81642,121915.0583547812
5661,47567.01718345155
82469,153460.1955877975
77097,47567.01718345155
63037,92641.62194010173
35107,110412.1009897972
61019,103402.8794148464
45730,92641.62194010173
57046,47567.01718345155
18434,127574.54183200149
74580,51015.300595071356
75520,57335.13088036045
36866,92641.62194010173
3639,153460.1955877975
5066,91562.9074982678
49569,51209.7740170014
47759,51209.7740170014
7334,131647.36900300646
51382,130164.50949268343
4646,121363.65085066641
85115,51015.300595071356
71851,51015.300595071356
68083,47567.01718345155
79741,102324.16497301249
39377,129128.99523688096
7782,127760.47623655626
78127,153460.1955877975
5579,130164.50949268343
40816,141057.87409191433
47322,110412.1009897972
67648,127574.54183200149
19828,50841.99027599598
66052,51015.300595071356
74846,110412.1009897972
49645,129128.99523688096
61854,153460.1955877975
46369,129128.99523688096
86882,51209.7740170014
29545,47567.01718345155
84392,47567.01718345155
46031,51209.7740170014
58326,130164.50949268343
63448,103402.8794148464
18553,103402.8794148464
9240,121915.0583547812
59844,61575.23800275459
35911,131647.36900300646
34934,127634.19223582631
22277,131647.36900300646
37128,91562.9074982678
69066,49309.28731339998
36564,145880.50959567103
70251,51015.300595071356
37400,102324.16497301249
21625,51209.7740170014
29629,51209.7740170014
15526,110412.1009897972
40295,141057.87409191433
61818,150361.5786560394
83769,102860.83914005908
4550,51617.91623066364
71083,61575.23800275459
21912,129128.99523688096
64692,110412.1009897972
70710,119179.27615922582
37338,103402.8794148464
79958,110412.1009897972
38824,129128.99523688096
87359,103402.8794148464
52936,129128.99523688096
26909,51015.300595071356
31180,129128.99523688096
38373,127574.54183200149
38958,48042.9059396797
56979,127574.54183200149
70878,121915.0583547812
80384,110412.1009897972
71783,129128.99523688096
46969,60071.408660334826
37144,121363.65085066641
53121,131300.2533587715
44632,110412.1009897972
29369,91562.9074982678
51849,110412.1009897972
81362,129128.99523688096
85102,121915.0583547812
29910,58969.47705313003
70084,153460.1955877975
36324,129128.99523688096
37174,47567.01718345155
81006,121915.0583547812
1431,153460.1955877975
28128,51209.7740170014
54550,129128.99523688096
76021,129128.99523688096
16515,153460.1955877975
87501,51015.300595071356
83481,48042.9059396797
29139,121915.0583547812
23304,121915.0583547812
70318,103402.8794148464
19721,109860.69348568241
17704,47567.01718345155
2448,51015.300595071356
80644,51209.7740170014
59536,102324.16497301249
38163,129128.99523688096
68893,110412.1009897972
66117,139913.9082622656
20466,92641.62194010173
12072,109860.69348568241
77132,47567.01718345155
65833,51015.300595071356
39396,110412.1009897972
23123,130164.50949268343
73492,127456.23818675918
5071,51209.7740170014
39524,103402.8794148464
30228,153460.1955877975
5708,47567.01718345155
85454,110412.1009897972
29557,91562.9074982678
86238,102324.16497301249
68339,153460.1955877975
68885,131647.36900300646
46671,131300.2533587715
69896,153460.1955877975
63782,48042.9059396797
78945,110412.1009897972
492,102324.16497301249
656,121363.65085066641
58214,129128.99523688096
48308,127878.71531718574
81641,51209.7740170014
85010,51209.7740170014
23035,131300.2533587715
79593,130164.50949268343
79751,153460.1955877975
50122,61575.23800275459
13677,103402.8794148464
70277,51209.7740170014
76467,51209.7740170014
13722,51209.7740170014
15273,92641.62194010173
82616,47567.01718345155
18703,92641.62194010173
43892,51209.7740170014
79594,129128.99523688096
3343,129128.99523688096
83715,139913.9082622656
38572,91562.9074982678
81782,129128.99523688096
23417,153460.1955877975
66903,153460.1955877975
45665,47567.01718345155
74383,51015.300595071356
47414,91562.9074982678
42963,57444.23246682866
26759,51015.300595071356
83575,92641.62194010173
73914,51209.7740170014
11528,51015.300595071356
6779,121915.0583547812
31807,121363.65085066641
67678,54049.2216038824
49919,47567.01718345155
44737,47567.01718345155
2997,52666.45098493758
70882,51034.531962435125
2108,153460.1955877975
2213,47567.01718345155
7295,127634.19223582631
77534,131300.2533587715
46051,127574.54183200149
32073,153460.1955877975
8914,48042.9059396797
87744,51015.300595071356
62539,153460.1955877975
87752,51209.7740170014
57163,153460.1955877975
15997,129128.99523688096
35822,91562.9074982678
41745,102324.16497301249
89314,51015.300595071356
61171,109860.69348568241
85654,153460.1955877975
61545,121915.0583547812
30415,103402.8794148464
21175,51209.7740170014
73704,129128.99523688096
85080,153460.1955877975
44670,153460.1955877975
57035,51623.52729729623
1041,110412.1009897972
36116,48042.9059396797
60138,63304.04014570578
18177,129128.99523688096
564,121915.0583547812
24180,48042.9059396797
35155,153460.1955877975
61053,92099.58166531441
34882,51209.7740170014
41480,47567.01718345155
78594,110412.1009897972
56643,51015.300595071356
31540,151908.82393278502
68656,131647.36900300646
45816,102324.16497301249
26339,51015.300595071356
45621,51209.7740170014
8544,50841.99027599598
25176,121915.0583547812
46714,153460.1955877975
52456,51034.531962435125
10300,110412.1009897972
69708,121915.0583547812
77676,92641.62194010173
43265,153460.1955877975
85217,120377.64354109888
54586,102324.16497301249
31367,121915.0583547812
43982,48042.9059396797
50456,121915.0583547812
86582,110412.1009897972
29917,130164.50949268343
5449,102324.16497301249
24099,51209.7740170014
34215,109860.69348568241
21593,51015.300595071356
35440,92641.62194010173
69396,51617.91623066364
30587,110412.1009897972
40144,153460.1955877975
8094,121915.0583547812
27897,110412.1009897972
24033,54544.947138349016
28127,121915.0583547812
16874,51015.300595071356
64118,54544.947138349016
40513,112767.90818203396
31965,51015.300595071356
22257,51015.300595071356
53317,51209.7740170014
3243,102324.16497301249
85580,153460.1955877975
68442,51209.7740170014
67253,54049.2216038824
81725,103402.8794148464
49321,47567.01718345155
